Date,Open,High,Low,Close,Adj Close,Volume
1995-07-12,11.773209,11.773209,11.387202,11.580205,6.183711,177882
1995-07-13,11.580205,11.676707,11.483704,11.483704,6.132180,146494
1995-07-14,11.483704,11.483704,11.290700,11.387202,6.080651,133914
1995-07-17,11.580205,11.676707,11.387202,11.676707,6.235242,238192
1995-07-18,11.773209,11.773209,11.580205,11.773209,6.286773,340325
1995-07-19,11.773209,11.773209,11.580205,11.676707,6.235242,167375
1995-07-20,11.773209,11.869711,11.676707,11.773209,6.286773,164794
1995-07-21,11.676707,11.773209,11.580205,11.773209,6.286773,155686
1995-07-24,11.773209,11.773209,11.773209,11.773209,6.286773,0
1995-07-25,11.676707,11.869711,11.194199,11.387202,6.080651,443805
1995-07-26,11.773209,12.062714,11.580205,11.676707,6.235242,524322
1995-07-27,11.580205,11.676707,11.483704,11.580205,6.183711,150018
1995-07-28,10.808192,11.387202,10.808192,11.194199,5.977588,264440
1995-07-31,11.097697,11.290700,11.001195,11.097697,5.926056,124971
1995-08-01,11.097697,11.194199,10.904693,11.097697,5.926056,117106
1995-08-02,11.290700,11.290700,11.097697,11.194199,5.977588,114080
1995-08-03,11.290700,11.290700,11.001195,11.097697,5.926056,102972
1995-08-04,11.001195,11.097697,10.904693,11.097697,5.926056,117645
1995-08-07,11.097697,11.194199,10.615188,10.904693,5.822994,310035
1995-08-08,10.808192,11.097697,10.711690,11.097697,5.926056,342387
1995-08-09,11.097697,11.097697,10.904693,11.001195,5.874526,163665
1995-08-10,11.001195,11.001195,11.001195,11.001195,5.874526,0
1995-08-11,10.904693,11.001195,10.808192,10.904693,5.822994,225405
1995-08-14,10.808192,10.904693,10.615188,10.808192,5.771463,128381
1995-08-15,10.808192,10.808192,10.808192,10.808192,5.771463,0
1995-08-16,10.711690,10.904693,10.711690,10.808192,5.771463,91335
1995-08-17,10.808192,10.904693,10.711690,10.711690,5.719932,92651
1995-08-18,10.711690,10.711690,10.711690,10.711690,5.719932,0
1995-08-21,10.808192,10.808192,10.711690,10.808192,5.771463,153676
1995-08-22,10.615188,10.808192,10.615188,10.808192,5.771463,182825
1995-08-23,10.808192,10.808192,10.808192,10.808192,5.771463,0
1995-08-24,10.711690,10.711690,10.422185,10.615188,5.668402,282295
1995-08-25,10.518687,10.615188,10.422185,10.615188,5.668402,221850
1995-08-28,10.518687,10.615188,10.518687,10.615188,5.668402,80195
