Company Name|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)|Date|Net sales|Total expenses|Net Profit/(Loss) for the period from continuing operations (after tax)
Bajaj Finance Ltd.|31-03-2000|192.50|173.50|89.70|30-06-2000|154.70|205.90|23.20|30-09-2000|181.80|202.90|43.60|31-12-2000|236.10|219.20|56.50|31-03-2001|249.60|219.50|68.00|30-06-2001|201.40|205.10|73.00|30-09-2001|210.80|187.10|64.50|31-12-2001|280.00|218.50|112.50|31-03-2002|235.30|208.60|88.40|30-06-2002|187.10|211.00|55.00|30-09-2002|224.70|211.50|53.20|31-12-2002|272.80|249.00|67.90|31-03-2003|267.10|240.10|106.90|30-06-2003|209.00|227.40|63.20|30-09-2003|236.30|210.00|88.30|31-12-2003|308.30|264.20|106.30|31-03-2004|326.10|249.20|127.80|30-06-2004|272.10|226.90|93.00|30-09-2004|330.50|256.30|125.00|31-12-2004|413.30|319.50|153.60|31-03-2005|437.40|334.80|188.00|30-06-2005|399.50|344.20|115.00|30-09-2005|443.50|419.10|122.60|31-12-2005|623.90|831.90|-118.10|31-03-2006|634.30|633.20|91.30|30-06-2006|604.70|643.90|34.40|30-09-2006|717.80|760.00|61.60|31-12-2006|1147.80|1099.00|168.60|31-03-2007|1057.30|1054.50|211.80|30-06-2007|850.30|1010.90|41.10|30-09-2007|1231.00|1196.20|37.80|31-12-2007|1293.40|1247.30|81.20|31-03-2008|1414.80|1371.80|45.70|30-06-2008|1278.60|1252.20|30.10|30-09-2008|1368.20|1327.90|45.70|31-12-2008|1574.60|1467.20|112.80|31-03-2009|1743.90|1607.40|150.60|30-06-2009|1885.10|1746.40|152.10|30-09-2009|2194.80|1980.50|216.90|31-12-2009|2493.10|2223.00|273.20|31-03-2010|2527.60|2317.70|251.90|30-06-2010|2956.40|2499.60|467.80|30-09-2010|3203.20|2736.70|527.70|31-12-2010|3871.20|3120.00|763.90|31-03-2011|3892.50|3235.40|710.20|30-06-2011|4496.70|3609.40|908.10|30-09-2011|4916.80|4059.30|873.70|31-12-2011|6027.60|4835.70|1199.90|31-03-2012|6189.10|5150.30|1082.70|30-06-2012|7012.70|5643.30|1386.90|30-09-2012|7355.20|6079.40|1287.20|31-12-2012|8246.80|6681.40|1600.90|31-03-2013|8305.40|6779.40|1638.10|30-06-2013|9283.20|7566.90|1757.40|30-09-2013|9616.50|7969.40|1670.40|31-12-2013|10699.20|8873.60|1941.40|31-03-2014|10758.70|9176.70|1820.90|30-06-2014|12436.10|10346.00|2113.60|30-09-2014|12322.10|10446.80|1971.50|31-12-2014|14765.50|12270.10|2583.80|31-03-2015|14294.30|12140.70|2309.80|30-06-2015|16462.10|13802.10|2756.30|30-09-2015|16799.30|14211.80|2793.90|31-12-2015|20613.60|16611.60|4084.60|31-03-2016|19162.30|16283.90|3150.40|30-06-2016|22801.70|18577.90|4239.90|30-09-2016|23355.00|19333.20|4077.60|31-12-2016|26882.30|21442.80|5556.50|31-03-2017|26618.10|22205.70|4491.50|30-06-2017|28265.50|23709.70|4564.00|30-09-2017|30420.60|24639.90|5935.70|31-12-2017|33458.10|26567.10|6917.60|31-03-2018|33961.30|26822.20|7427.70|30-06-2018|37733.50|29582.20|8337.30|30-09-2018|40307.40|31407.40|9202.80|31-12-2018|46369.70|36418.10|10227.30|31-03-2019|48789.30|37691.40|11135.90|30-06-2019|53020.20|41795.60|11247.30|30-09-2019|56973.40|44955.70|13766.70|31-12-2019|63120.80|48283.10|14881.50|31-03-2020|65110.90|56235.90|8915.70|30-06-2020|59006.30|50322.30|8695.00|30-09-2020|57799.40|49100.10|8765.80|31-12-2020|58454.10|47990.90|10485.80|31-03-2021|60061.80|48494.90|11608.50|30-06-2021|59161.40|50742.80|8429.20|30-09-2021|68110.30|55058.10|13057.70|31-12-2021|75271.80|55958.10|19338.50|31-03-2022|76162.20|53513.20|22679.50
Bajaj Finserv Ltd.|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||30-06-2007|208.50|139.10|73.30|30-09-2007|318.20|156.20|166.00|31-12-2007|289.00|176.70|116.40|31-03-2008|224.00|152.20|83.80|30-06-2008|268.00|175.50|96.60|30-09-2008|315.20|177.00|142.30|31-12-2008|290.90|184.50|110.50|31-03-2009|246.20|186.60|64.20|30-06-2009|324.40|233.40|93.90|30-09-2009|372.10|240.60|134.90|31-12-2009|309.30|280.70|40.50|31-03-2010|265.20|249.40|24.60|30-06-2010|290.30|174.00|124.20|30-09-2010|476.60|246.40|238.80|31-12-2010|242.60|156.00|111.50|31-03-2011|188.60|191.50|1408.90|30-06-2011|257.00|153.40|122.10|30-09-2011|617.10|217.10|420.70|31-12-2011|283.80|163.30|144.70|31-03-2012|199.80|142.30|78.20|30-06-2012|250.00|175.50|100.20|30-09-2012|669.40|223.90|469.70|31-12-2012|249.40|167.80|111.30|31-03-2013|245.90|446.90|-172.80|30-06-2013|284.50|204.60|111.10|30-09-2013|804.80|269.20|563.60|31-12-2013|207.70|190.70|53.50|31-03-2014|147.90|147.00|105.70|30-06-2014|225.90|175.70|79.70|30-09-2014|754.90|181.90|600.30|31-12-2014|256.10|142.10|141.30|31-03-2015|765.50|357.60|438.00|30-06-2015|367.20|254.90|135.90|30-09-2015|949.20|252.40|718.60|31-12-2015|281.60|202.30|102.00|31-03-2016|825.20|173.60|674.80|30-06-2016|406.30|266.50|166.60|30-09-2016|666.90|287.50|406.90|31-12-2016|227.00|190.60|63.20|31-03-2017|238.80|205.20|63.50|30-06-2017|274.00|264.30|39.70|30-09-2017|1507.60|380.30|1160.40|31-12-2017|318.80|238.60|111.00|31-03-2018|302.90|223.20|105.10|30-06-2018|299.50|286.70|60.90|30-09-2018|3324.00|482.10|2915.90|31-12-2018|288.50|276.70|76.80|31-03-2019|318.50|368.40|18.10|30-06-2019|243.00|310.50|4.90|30-09-2019|3813.90|459.90|3450.30|31-12-2019|305.90|363.40|31.90|31-03-2020|3435.80|349.20|3181.50|30-06-2020|276.30|369.00|10.40|30-09-2020|256.70|389.90|6.40|31-12-2020|197.30|382.70|84.00|31-03-2021|2507.00|990.90|1687.00|30-06-2021|228.90|404.50|3.70|30-09-2021|3490.80|1289.10|2384.90|31-12-2021|2220.30|1031.30|1685.00|31-03-2022|298.30|322.80|168.70
Bank Of Baroda|31-03-2000|13561.80|14915.50|1307.70|30-06-2000|14108.10|14022.20|1517.80|30-09-2000|14679.20|14654.00|1266.40|31-12-2000|14447.50|14309.50|1507.90|31-03-2001|14338.60|18903.90|-1280.80|30-06-2001|15004.00|14947.50|1826.10|30-09-2001|14729.70|16286.00|984.40|31-12-2001|14519.10|15461.30|1581.30|31-03-2002|15302.60|17333.10|1067.40|30-06-2002|15058.40|15112.90|1828.40|30-09-2002|15477.20|17707.50|1372.20|31-12-2002|15300.00|16506.20|2543.80|31-03-2003|15139.90|16538.10|1983.40|30-06-2003|15868.80|15525.00|2444.70|30-09-2003|15281.90|17897.50|2595.60|31-12-2003|15173.90|16598.50|3069.50|31-03-2004|15146.10|18969.80|1560.20|30-06-2004|15284.10|16300.10|2929.90|30-09-2004|15481.40|16943.00|2133.10|31-12-2004|15923.90|18569.40|695.00|31-03-2005|17624.70|19364.20|1010.40|30-06-2005|16732.40|17250.70|1569.40|30-09-2005|16940.40|17445.20|2590.70|31-12-2005|17732.90|18454.80|2021.80|31-03-2006|19550.50|21182.70|2088.00|30-06-2006|19676.70|20295.50|1633.20|30-09-2006|21333.50|21667.30|2883.60|31-12-2006|23345.10|23390.50|3291.30|31-03-2007|26209.40|28241.40|2456.60|30-06-2007|26004.40|26939.60|3308.40|30-09-2007|28797.70|30066.40|3271.90|31-12-2007|30021.90|31191.30|5010.50|31-03-2008|33310.70|36092.60|2764.40|30-06-2008|32938.20|34355.10|3708.60|30-09-2008|35509.80|36316.10|3952.90|31-12-2008|41080.00|43151.90|7083.70|31-03-2009|41387.80|42397.20|7526.90|30-06-2009|40321.10|40887.30|6853.80|30-09-2009|41354.20|40965.70|6341.80|31-12-2009|41769.70|40041.30|8324.90|31-03-2010|43538.40|42959.00|9062.80|30-06-2010|47269.60|44850.40|8591.60|30-09-2010|51586.60|48206.60|10193.00|31-12-2010|56661.50|52734.20|10688.80|31-03-2011|63341.60|58743.00|12943.50|30-06-2011|66317.70|62397.90|10328.50|30-09-2011|72514.40|68197.00|11660.80|31-12-2011|76719.90|75314.70|12898.50|31-03-2012|81185.20|78198.00|15181.80|30-06-2012|85576.10|81895.50|11388.60|30-09-2012|87225.50|82494.70|13013.90|31-12-2012|88449.20|86738.90|10116.20|31-03-2013|90715.70|97161.70|10288.50|30-06-2013|94869.40|95496.20|11678.70|30-09-2013|94734.50|92792.10|11681.00|31-12-2013|96907.30|95749.60|10478.40|31-03-2014|102885.90|104575.80|11572.70|30-06-2014|106579.60|103206.20|13618.80|30-09-2014|108256.70|107131.00|11042.20|31-12-2014|107179.90|114743.60|3339.80|31-03-2015|107619.30|114590.40|5983.50|30-06-2015|112764.90|111915.70|10521.50|30-09-2015|111563.60|121759.20|1244.80|31-12-2015|106140.40|161873.60|-33420.40|31-03-2016|110143.80|170742.60|-32301.40|30-06-2016|104335.20|114542.90|4236.20|30-09-2016|104851.70|114944.80|5521.20|31-12-2016|104060.80|119283.70|2526.70|31-03-2017|108751.60|126977.20|1547.20|30-06-2017|105527.10|119004.70|2033.90|30-09-2017|107533.30|121350.30|3553.60|31-12-2017|113032.40|128645.00|1117.80|31-03-2018|110392.60|167420.50|-31023.40|30-06-2018|116398.80|122594.50|5282.60|30-09-2018|120783.40|130045.70|4253.80|31-12-2018|129417.10|140916.00|4712.50|31-03-2019|131106.80|168230.90|-9913.70|30-06-2019|189433.30|201510.30|7098.70|30-09-2019|192707.70|213612.30|7366.80|31-12-2019|190711.10|240060.30|-14069.60|31-03-2020|186984.40|232563.60|5065.90|30-06-2020|184941.60|216202.00|-8642.60|30-09-2020|178196.70|190507.10|16786.00|31-12-2020|174967.10|193463.40|10611.10|31-03-2021|166845.20|225484.40|-10465.00|30-06-2021|170526.40|187072.00|12086.30|30-09-2021|166915.30|181828.90|20878.50|31-12-2021|179630.00|182852.30|21970.30|31-03-2022|181736.10|189171.30|17787.70
Canara Bank|||||30-06-2000|12530.00|13530.00|550.00|30-09-2000|13680.00|14990.00|700.00|||||||||30-06-2001|15679.70|16444.80|1581.40|30-09-2001|15840.00|18020.00|1480.00|31-12-2001|15670.90|17063.10|1597.70|31-03-2002|16515.00|19049.00|2754.90|30-06-2002|16396.10|17569.20|1406.50|30-09-2002|16466.90|18008.20|2786.80|31-12-2002|16541.20|17677.50|2917.20|31-03-2003|17514.60|18254.70|3078.40|30-06-2003|17449.60|18073.70|2558.50|30-09-2003|17452.70|21965.00|3253.50|31-12-2003|17607.30|18291.10|3726.90|31-03-2004|18123.90|19385.70|3841.20|30-06-2004|18190.90|18492.60|3364.40|30-09-2004|18396.50|18093.30|3967.90|31-12-2004|18803.60|19777.50|2739.80|31-03-2005|20328.70|24349.50|1023.00|30-06-2005|19795.30|20516.80|1869.00|30-09-2005|21012.70|21836.80|3065.10|31-12-2005|22400.70|21949.30|3562.90|31-03-2006|23906.40|23330.70|4935.20|30-06-2006|25127.60|25645.60|1909.30|30-09-2006|26799.50|26161.60|3617.70|31-12-2006|29613.60|28823.70|3630.20|31-03-2007|32104.90|33316.20|5050.90|30-06-2007|33799.70|35195.20|2405.50|30-09-2007|34826.00|36530.90|4015.70|31-12-2007|35501.60|36377.70|4588.30|31-03-2008|37880.00|40382.10|4640.60|30-06-2008|37305.40|39763.70|1226.80|30-09-2008|41092.00|39185.40|5294.30|31-12-2008|46254.40|46814.00|7015.00|31-03-2009|46538.80|47815.40|7188.10|30-06-2009|45583.80|44766.20|5553.30|30-09-2009|47091.60|46915.80|9105.20|31-12-2009|46878.10|44165.20|10525.80|31-03-2010|47966.20|50036.20|5031.00|30-06-2010|51608.80|48814.80|10133.70|30-09-2010|55464.80|50691.80|10078.80|31-12-2010|58781.50|53388.20|11057.30|31-03-2011|63887.20|64516.90|8989.00|30-06-2011|71565.70|69817.40|7258.50|30-09-2011|76144.70|75850.50|8522.20|31-12-2011|78120.80|76988.90|8755.60|31-03-2012|82675.10|82076.80|8290.90|30-06-2012|84728.60|83902.30|7752.40|30-09-2012|85955.40|85426.40|6609.70|31-12-2012|85444.80|86797.80|7105.10|31-03-2013|84650.50|87461.90|7253.80|30-06-2013|92695.80|97158.10|7920.70|30-09-2013|96544.80|98015.40|6259.40|31-12-2013|100838.70|105259.40|4093.50|31-03-2014|105396.80|109988.90|6108.30|30-06-2014|107011.10|109211.50|8068.60|30-09-2014|108938.70|112883.70|6268.40|31-12-2014|110516.60|115718.90|6559.70|31-03-2015|111034.00|118162.50|6129.60|30-06-2015|111396.50|117738.00|4788.40|30-09-2015|112675.00|119490.90|5288.60|31-12-2015|108820.70|119656.60|849.70|31-03-2016|107329.10|168011.30|-39054.90|30-06-2016|102017.00|115574.00|2289.50|30-09-2016|104053.50|118302.10|3569.10|31-12-2016|102876.70|117574.90|3218.80|31-03-2017|104929.20|126750.20|2141.80|30-06-2017|101955.90|120525.00|2516.00|30-09-2017|100584.50|117344.60|2601.80|31-12-2017|107746.40|122153.40|1257.50|31-03-2018|102234.10|188655.00|-48597.70|30-06-2018|113595.50|129109.70|2814.90|30-09-2018|111237.50|131868.20|2995.40|31-12-2018|121885.60|131958.30|3175.20|31-03-2019|121384.80|165504.70|-5515.30|30-06-2019|122005.20|137333.20|3290.70|30-09-2019|123921.40|140968.10|3649.20|31-12-2019|122948.90|136720.10|3296.20|31-03-2020|120474.40|175569.00|-32593.30|30-06-2020|180358.10|202796.70|4062.40|30-09-2020|176904.70|203495.10|4444.10|31-12-2020|172119.40|206693.30|6960.60|31-03-2021|163374.30|200297.60|10108.70|30-06-2021|167843.70|197628.10|11774.70|30-09-2021|170636.90|199988.80|13326.10|31-12-2021|177006.00|198101.50|15021.20|31-03-2022|178615.90|206568.90|16662.20
H D F C Bank Ltd.|31-03-2000|2559.90|2624.90|385.70|30-06-2000|2785.50|2763.90|463.50|30-09-2000|2928.80|2813.90|482.30|31-12-2000|3252.10|3199.50|528.00|31-03-2001|3628.20|3543.40|655.40|30-06-2001|3882.10|3934.60|620.10|30-09-2001|4131.90|4203.40|693.40|31-12-2001|4395.60|4496.20|754.50|31-03-2002|4620.30|4757.80|902.40|30-06-2002|4791.60|4780.70|824.10|30-09-2002|4796.40|5175.90|896.90|31-12-2002|5009.20|5419.20|988.80|31-03-2003|5528.30|5582.30|1166.20|30-06-2003|5770.70|6019.80|1072.80|30-09-2003|6402.40|6093.60|1171.40|31-12-2003|6613.90|6521.20|1303.60|31-03-2004|6658.20|6515.90|1547.20|30-06-2004|7025.50|6706.20|1399.70|30-09-2004|7447.00|7151.30|1522.90|31-12-2004|7790.30|8086.20|1709.30|31-03-2005|8672.10|8849.00|2023.70|30-06-2005|8941.30|9741.50|1835.30|30-09-2005|10229.00|10834.10|1996.40|31-12-2005|11798.10|12515.40|2244.00|31-03-2006|13785.00|14194.40|2632.10|30-06-2006|15042.90|15559.10|2393.00|30-09-2006|15780.40|17128.10|2629.40|31-12-2006|16989.30|17765.90|2956.40|31-03-2007|19265.40|19774.00|3435.70|30-06-2007|20691.60|23204.70|3212.30|30-09-2007|23627.60|24766.60|3684.80|31-12-2007|27269.00|29764.30|4293.60|31-03-2008|29561.80|30344.10|4711.10|30-06-2008|36217.30|37508.00|4643.50|30-09-2008|39912.10|41063.40|5279.80|31-12-2008|44685.00|47861.50|6217.40|31-03-2009|42508.30|47346.40|6308.80|30-06-2009|40931.00|45306.40|6061.10|30-09-2009|39918.90|43579.70|6874.60|31-12-2009|40348.10|41153.90|8185.00|31-03-2010|40531.10|41672.50|8366.20|30-06-2010|44197.10|45988.60|8117.10|30-09-2010|48099.90|48585.60|9121.40|31-12-2010|52299.60|52699.50|10878.30|31-03-2011|54685.50|56096.00|11147.10|30-06-2011|59779.70|60130.20|10849.80|30-09-2011|67177.00|67300.30|11993.50|31-12-2011|72026.40|71929.80|14296.60|31-03-2012|75610.50|77368.50|14530.80|30-06-2012|81757.40|84077.80|14173.90|30-09-2012|86748.20|85866.70|15599.80|31-12-2012|88904.00|89590.60|18590.70|31-03-2013|93239.10|92377.00|18898.40|30-06-2013|96629.60|97447.00|18438.60|30-09-2013|100933.40|99553.70|19823.20|31-12-2013|105906.80|104132.50|23257.00|31-03-2014|107885.60|104634.60|23265.20|30-06-2014|112200.80|108376.10|22330.40|30-09-2014|118476.30|115132.70|23814.60|31-12-2014|123958.30|121362.30|27945.10|31-03-2015|130063.70|127632.20|28069.10|30-06-2015|140410.60|138072.50|26957.20|30-09-2015|147725.20|144548.30|28694.50|31-12-2015|154111.20|149264.70|33568.40|31-03-2016|159967.50|154883.90|33742.20|30-06-2016|165160.20|160837.20|32389.10|30-09-2016|170699.40|165155.60|34553.30|31-12-2016|176056.00|168829.40|38653.30|31-03-2017|181144.00|175705.70|39900.90|30-06-2017|186687.20|182915.40|38938.40|30-09-2017|196702.80|191251.50|41510.30|31-12-2017|205812.70|198078.40|46426.00|31-03-2018|213210.80|207503.80|47992.80|30-06-2018|225489.80|217656.00|46014.40|30-09-2018|241995.60|232094.20|50057.30|31-12-2018|258902.60|252254.20|55858.50|31-03-2019|263332.50|253193.40|58851.20|30-06-2019|273915.90|267936.80|55681.60|30-09-2019|281662.80|274100.10|63449.90|31-12-2019|293697.20|286225.20|74164.80|31-03-2020|298850.60|289899.40|69276.90|30-06-2020|303779.70|277946.60|66586.20|30-09-2020|299769.70|285563.10|75131.10|31-12-2020|300797.00|287646.30|87582.90|31-03-2021|304235.90|298309.90|81865.10|30-06-2021|304829.70|290418.30|77296.40|30-09-2021|313533.70|299198.50|88343.10|31-12-2021|324680.50|303094.00|103422.00|31-03-2022|334487.20|310306.00|100551.80
